0.000000000000000000e+00,-1.019277251191036271e+01
2.222222222222222321e+00,-5.377988414174210874e+01
4.444444444444444642e+00,-2.488324558457057378e+01
6.666666666666666963e+00,-4.449565304696625390e+01
8.888888888888889284e+00,-5.562015348661115866e+01
1.111111111111111072e+01,-7.341785346980918803e+01
1.333333333333333393e+01,-3.747207851451287297e+01
1.555555555555555713e+01,-5.833921511529880632e+01
1.777777777777777857e+01,-6.445739929317828398e+01
2.000000000000000000e+01,-6.248980578720677670e+01
2.000000000000000000e+01,-7.375881737035724939e+01
2.034482758620689680e+01,-5.788799938613981055e+01
2.068965517241379359e+01,-6.900322895178342719e+01
2.103448275862069039e+01,-4.400435918001898017e+01
2.137931034482758719e+01,-6.942039343498701953e+01
2.172413793103448398e+01,-5.812960633301645430e+01
2.206896551724138078e+01,-4.530657903538160269e+01
2.241379310344827758e+01,-8.287891053246340789e+01
2.275862068965517437e+01,-7.158163639753226448e+01
2.310344827586207117e+01,-8.074518219312646750e+01
2.344827586206896441e+01,-5.766848843953889059e+01
2.379310344827586121e+01,-9.672866719987490569e+01
2.413793103448275801e+01,-3.006946520366687992e+01
2.448275862068965480e+01,-6.635829536538312823e+01
2.482758620689655160e+01,-7.704791965941326737e+01
2.517241379310344840e+01,-1.002974813404825056e+02
2.551724137931034520e+01,-6.882978390636682775e+01
2.586206896551724199e+01,-8.387806897357054936e+01
2.620689655172413879e+01,-6.128905663737894116e+01
2.655172413793103559e+01,-8.714121776938230823e+01
2.689655172413793238e+01,-1.053200917443935936e+02
2.724137931034482918e+01,-6.192762962402865412e+01
2.758620689655172242e+01,-4.613634121235738661e+01
2.793103448275861922e+01,-8.925732887150554973e+01
2.827586206896551602e+01,-9.390501902724463434e+01
2.862068965517241281e+01,-9.325180127923914597e+01
2.896551724137930961e+01,-6.321442788504209886e+01
2.931034482758620641e+01,-1.038538056251190795e+02
2.965517241379310320e+01,-1.076459159908287404e+02
3.000000000000000000e+01,-1.116420394983564250e+02
3.000000000000000000e+01,-1.108461726665395304e+02
3.222222222222222143e+01,-7.573309254887402631e+01
3.444444444444444287e+01,-1.226770163528738351e+02
3.666666666666666430e+01,-1.103744687526412633e+02
3.888888888888888573e+01,-1.338217637506407129e+02
4.111111111111111427e+01,-1.089457432769926299e+02
4.333333333333333570e+01,-1.453575382143831121e+02
4.555555555555555713e+01,-1.372848218477501518e+02
4.777777777777777857e+01,-1.168932565775752010e+02
5.000000000000000000e+01,-1.649069211250547369e+02
